,race_id,gp_year,gp_name,gp_round,driver_id,driver_name,rookie_or_experienced,lap_number,lap_time,lap_time_ms,median_lap_time_ms,max_lap_time_ms
207,931,2015,Monaco Grand Prix,6,822,Valtteri Bottas,experienced,22,1:21.308,81308,81628.0,85709.40000000001
208,931,2015,Monaco Grand Prix,6,822,Valtteri Bottas,experienced,23,1:21.327,81327,81628.0,85709.40000000001
209,931,2015,Monaco Grand Prix,6,822,Valtteri Bottas,experienced,24,1:20.838,80838,81628.0,85709.40000000001
210,931,2015,Monaco Grand Prix,6,822,Valtteri Bottas,experienced,25,1:20.862,80862,81628.0,85709.40000000001
211,931,2015,Monaco Grand Prix,6,822,Valtteri Bottas,experienced,26,1:21.165,81165,81628.0,85709.40000000001
212,931,2015,Monaco Grand Prix,6,822,Valtteri Bottas,experienced,27,1:21.234,81234,81628.0,85709.40000000001
213,931,2015,Monaco Grand Prix,6,822,Valtteri Bottas,experienced,28,1:21.017,81017,81628.0,85709.40000000001
214,931,2015,Monaco Grand Prix,6,822,Valtteri Bottas,experienced,29,1:21.444,81444,81628.0,85709.40000000001
215,931,2015,Monaco Grand Prix,6,822,Valtteri Bottas,experienced,30,1:22.293,82293,81628.0,85709.40000000001
216,931,2015,Monaco Grand Prix,6,822,Valtteri Bottas,experienced,31,1:21.064,81064,81628.0,85709.40000000001
217,931,2015,Monaco Grand Prix,6,822,Valtteri Bottas,experienced,32,1:24.281,84281,81628.0,85709.40000000001
218,931,2015,Monaco Grand Prix,6,822,Valtteri Bottas,experienced,33,1:21.270,81270,81628.0,85709.40000000001
219,931,2015,Monaco Grand Prix,6,822,Valtteri Bottas,experienced,34,1:22.730,82730,81628.0,85709.40000000001
220,931,2015,Monaco Grand Prix,6,822,Valtteri Bottas,experienced,35,1:21.284,81284,81628.0,85709.40000000001
221,931,2015,Monaco Grand Prix,6,822,Valtteri Bottas,experienced,36,1:20.948,80948,81628.0,85709.40000000001
222,931,2015,Monaco Grand Prix,6,822,Valtteri Bottas,experienced,37,1:21.198,81198,81628.0,85709.40000000001
223,931,2015,Monaco Grand Prix,6,822,Valtteri Bottas,experienced,38,1:21.450,81450,81628.0,85709.40000000001
224,931,2015,Monaco Grand Prix,6,822,Valtteri Bottas,experienced,39,1:20.900,80900,81628.0,85709.40000000001
225,931,2015,Monaco Grand Prix,6,822,Valtteri Bottas,experienced,40,1:20.802,80802,81628.0,85709.40000000001
226,931,2015,Monaco Grand Prix,6,822,Valtteri Bottas,experienced,41,1:20.951,80951,81628.0,85709.40000000001
227,931,2015,Monaco Grand Prix,6,822,Valtteri Bottas,experienced,42,1:21.644,81644,81628.0,85709.40000000001
228,931,2015,Monaco Grand Prix,6,822,Valtteri Bottas,experienced,43,1:21.839,81839,81628.0,85709.40000000001
